label	text_a
0	it'll be boring health care this time  and some gloating about ga and sc .
0	is that right ? i'm not the black women who's part of the same political party that started the ! ! !
0	one surprise - ted cruz has worst favorability in sc at 42/48 . bush also under water at 41/43 : 
0	- promoted by racist bogotted ignorant / or manipulative villians .
1	dr . david duke : will the white race survive ? ( video ) | read more : via
0	unless when white people do it it's fine
0	the left has spuriously labeled gopers racist so often that  when a guy flanked by actual white supremacists rises  conservs dismiss it .
0	first amendment guarantees students right to pray  meet & discuss religious topics . period !
0	no ! mexico is going to pay for it
0	wait   he were a german ? ? or polish ? ?
0	the ottoman charter schools of #pennsylvania : #islam #islamophobia #pa #tcot #kinghearings
1	theres plenty of room in that miscreants head for a few 9mm bullets . did the guards deliver them?!
1	white pride til i die
0	money cant buy a true american rubio is a trush
1	new calif . educati on bill wont compensate for #overpopulation , over-#immigration #toomanypeople #blog
0	with me little english  as i understood u r so racist and u think we muslims wana kill all outthere
0	huck easily won the kiddie table debate #gopdebate
0	jews sob over pro-hitler fb post from african national congress social media manager | more : 
1	gavin married non-white too . you can't get more anti-white  than not choosing a white partner .
1	hey everybody ... i encourage you to follow the only voice of truth these days #nationalsocialism
0	liar . call it what it is ... radical racist white christian terrorism . un-american . unwelcome .
1	ebola virus , & what it does to it's host - is a perfect analogy for what mass imigration does to a country .
0	unions proudly in solidarity with marriage equality . just say yes !
0	pl note is set to apportion the arabian desert with allies
0	there are many good people like this one !
0	nah  we are morally wrong for being white .
0	in an industry of smart  spergy whites & asians  it wld be remarkable if there weren't dissident rightists .
0	golden dawn gains support after members murdered by anti-racist terrorists via
0	of course not . berkeley isn't obligated to offer her a platform to speak
0	average black in america is 20 % european and significantly more african in the old cotton and rice belts
0	" rt : milo is a  "" white nationalist "" "" according to . i'm sure actual white nationalists like would be surprised """
0	a nation on the right path  i pray america follows irelands lead & returns to spiritual moral values
0	the great white hope
2	yeah faggots
0	she may make bjp a police party .
0	.. and all human beings are stupid .
1	us appeals court revives holocaust suit against hungary via #withjewswelose
0	defending jared taylor : my podcast where i defend jared taylor against a youtube attack by the bloated manosph ...
0	why do you want to exploit the race you claim to love ? white men shouldn't exploit white women ... shame on you .
0	" rt even ron paul opposed the border fence on the grounds that it would  "" keep us in . "" "" the libertarian party is for open borders too """
1	" rt video : "" exterminate all whites "" "" says jew professor noel ignatiev | more : """
0	3 police officers dead  7 shot in baton rouge ; heavily-armed shooter at large - #batonrouge #tcot #tlot #nrx #ancap
0	sh manmohan singh ji  having presided over monumental mismanagement for 10 years resulting in the present situation 1 /
0	people who want peace should just start supporting rand paul & be done with it . losing a few social pro
1	 , like most viruses it came from humans living amongst livestock & it's filth
0	first rule of #altright is bring an extra pair of pants
0	 : #whenthugscry  your thoughts ... go !
1	we must learn from #history to be successful in our bid for #freedom #peace & #justice ( national-socialism ) : 
1	no more $ for these dreamers!
1	" jewish rabbi lies about henry ford - father coughlin exposes liars   "" war mongers  international bankers  "" "" """
0	they must have been some of those white supremacists beating people in frustration over the removal of confederate monuments .
0	makes me a racist too i guess .
0	white children
0	one less legal voter for the left . that's a felony .
0	yesssssss ice ice babies yesssssssss ! ! !
0	that's the marxism speaking . workers in one country don't have allegiance to workers around the world . that's imaginary
0	excuse me ? i ain't white . and i'm not dening that white people can be hateful  but do you have more than one instance of white massacer as o
0	with brigitte gabriel in nyc raising christian & minority plights globally & in #mideast
1	the fact that is already sucking up to violent sjws and black lives matter supporters shows why skeptics were right about #cruzcrew
0	being against illegal immigration has nothing to do with race or white supremacy  moron . i'm mexican-american and support
0	twitter n fb is not india  bjp forget only . 001 % use it  bjp must manage local newspaper  they actually reach to real rural indians
